internalTaxonId,conservationNeededCode,conservationNeededName
32252,3.4.1,Captive breeding/artificial propagation
185206,3.4.1,Captive breeding/artificial propagation
185206,3.4.2,Genome resource bank
185206,1.2,Resource & habitat protection
101537824,3.4.2,Genome resource bank
101537891,3.4.2,Genome resource bank
103002430,3.4.1,Captive breeding/artificial propagation
103002430,3.4.2,Genome resource bank
103002430,4.3,Awareness & communications
107807035,1.2,Resource & habitat protection
107807035,1.1,Site/area protection
107807035,4.3,Awareness & communications
108613294,1.1,Site/area protection
108614103,1.2,Resource & habitat protection
108614103,1.1,Site/area protection
110075845,1.1,Site/area protection
181657,2.3,Habitat & natural process restoration
32243,6.2,Substitution
32243,6.1,Linked enterprises & livelihood alternatives
32243,4.3,Awareness & communications
32243,3.4.2,Genome resource bank
32243,3.4.1,Captive breeding/artificial propagation
120942159,2.1,Site/area management
120942159,1.1,Site/area protection
120942159,4.3,Awareness & communications
120955810,1.2,Resource & habitat protection
120962728,2.1,Site/area management
120962728,1.1,Site/area protection
120962728,4.3,Awareness & communications
128047627,3.4.2,Genome resource bank
128047627,3.4.1,Captive breeding/artificial propagation
128048774,3.4.2,Genome resource bank
128048774,3.4.1,Captive breeding/artificial propagation
32241,6.2,Substitution
32241,4.3,Awareness & communications
32241,3.4.2,Genome resource bank
32241,3.4.1,Captive breeding/artificial propagation
64563566,1.2,Resource & habitat protection
64563566,3.4.1,Captive breeding/artificial propagation
64563566,1.1,Site/area protection
64563566,3.4.2,Genome resource bank
64563543,2.1,Site/area management
64563543,1.2,Resource & habitat protection
64563543,3.4.1,Captive breeding/artificial propagation
64563543,3.4.2,Genome resource bank
64563579,1.2,Resource & habitat protection
64563579,3.4.1,Captive breeding/artificial propagation
64563579,1.1,Site/area protection
64563579,3.4.2,Genome resource bank
64593941,2.1,Site/area management
64593941,1.2,Resource & habitat protection
64593941,3.4.1,Captive breeding/artificial propagation
64593941,3.4.2,Genome resource bank
64594104,2.1,Site/area management
64594104,1.2,Resource & habitat protection
64594104,3.4.1,Captive breeding/artificial propagation
64594104,3.4.2,Genome resource bank
64593901,2.1,Site/area management
64593901,1.2,Resource & habitat protection
64593901,3.4.1,Captive breeding/artificial propagation
64593901,3.4.2,Genome resource bank
64593987,2.1,Site/area management
64593987,1.2,Resource & habitat protection
64593987,3.4.1,Captive breeding/artificial propagation
64593987,3.4.2,Genome resource bank
64594109,2.1,Site/area management
64594109,1.2,Resource & habitat protection
64594109,3.4.1,Captive breeding/artificial propagation
64594109,3.4.2,Genome resource bank
66151075,1.1,Site/area protection
66151199,1.2,Resource & habitat protection
66151199,1.1,Site/area protection
66151295,1.1,Site/area protection
65523602,2.1,Site/area management
65523602,1.2,Resource & habitat protection
65523602,3.4.1,Captive breeding/artificial propagation
65523602,3.4.2,Genome resource bank
68002731,2.1,Site/area management
68002731,1.2,Resource & habitat protection
68002731,3.4.1,Captive breeding/artificial propagation
68002731,3.4.2,Genome resource bank
68002345,1.2,Resource & habitat protection
68002345,3.4.1,Captive breeding/artificial propagation
68002345,1.1,Site/area protection
68002345,3.4.2,Genome resource bank
68002486,1.2,Resource & habitat protection
68002486,3.4.1,Captive breeding/artificial propagation
68002486,3.4.2,Genome resource bank
68002705,2.1,Site/area management
68002705,1.2,Resource & habitat protection
68002705,3.4.1,Captive breeding/artificial propagation
68002705,1.1,Site/area protection
68002705,3.4.2,Genome resource bank
68002535,1.2,Resource & habitat protection
68002535,3.4.1,Captive breeding/artificial propagation
68002535,1.1,Site/area protection
68002535,3.4.2,Genome resource bank
68002375,2.1,Site/area management
68002375,1.2,Resource & habitat protection
68002375,3.4.2,Genome resource bank
68002547,2.1,Site/area management
68002547,1.2,Resource & habitat protection
68002547,3.4.1,Captive breeding/artificial propagation
68002547,3.4.2,Genome resource bank
68002725,2.1,Site/area management
68002725,1.2,Resource & habitat protection
68002725,3.4.1,Captive breeding/artificial propagation
68002725,3.4.2,Genome resource bank
68501425,1.2,Resource & habitat protection
68501425,3.4.1,Captive breeding/artificial propagation
68501425,1.1,Site/area protection
68501425,3.4.2,Genome resource bank
68501384,1.2,Resource & habitat protection
68501384,3.4.1,Captive breeding/artificial propagation
68501384,1.1,Site/area protection
68501384,3.4.2,Genome resource bank
69222190,2.1,Site/area management
69222190,1.2,Resource & habitat protection
69292004,2.1,Site/area management
69292004,1.2,Resource & habitat protection
69292004,3.4.1,Captive breeding/artificial propagation
69292004,3.4.2,Genome resource bank
69292026,2.1,Site/area management
69292026,1.2,Resource & habitat protection
69292026,3.4.1,Captive breeding/artificial propagation
69292026,3.4.2,Genome resource bank
70102780,2.1,Site/area management
70102780,1.2,Resource & habitat protection
70102780,3.4.1,Captive breeding/artificial propagation
70102780,3.4.2,Genome resource bank
70102519,2.1,Site/area management
70102519,1.2,Resource & habitat protection
70102519,3.4.1,Captive breeding/artificial propagation
70102519,3.4.2,Genome resource bank
70102498,1.2,Resource & habitat protection
70102498,3.4.1,Captive breeding/artificial propagation
70102498,1.1,Site/area protection
70102498,3.4.2,Genome resource bank
70102792,2.1,Site/area management
70102792,1.2,Resource & habitat protection
70102792,3.4.1,Captive breeding/artificial propagation
70102792,1.1,Site/area protection
70102792,3.4.2,Genome resource bank
70102487,2.1,Site/area management
70102487,1.2,Resource & habitat protection
70102487,3.4.1,Captive breeding/artificial propagation
70102487,3.4.2,Genome resource bank
70102603,1.2,Resource & habitat protection
70102603,3.4.1,Captive breeding/artificial propagation
70102603,1.1,Site/area protection
70102603,3.4.2,Genome resource bank
70102492,2.1,Site/area management
70102492,1.2,Resource & habitat protection
70102492,3.4.1,Captive breeding/artificial propagation
70102492,3.4.2,Genome resource bank
70102401,2.1,Site/area management
70102401,1.2,Resource & habitat protection
70102401,3.4.1,Captive breeding/artificial propagation
70102401,3.4.2,Genome resource bank
70102201,2.1,Site/area management
70102201,1.2,Resource & habitat protection
70102201,3.4.1,Captive breeding/artificial propagation
70102201,3.4.2,Genome resource bank
70102743,1.2,Resource & habitat protection
70102743,3.4.1,Captive breeding/artificial propagation
70102743,3.4.2,Genome resource bank
70102166,1.2,Resource & habitat protection
70102166,3.4.1,Captive breeding/artificial propagation
70102166,1.1,Site/area protection
70102166,3.4.2,Genome resource bank
83568712,1.2,Resource & habitat protection
83568712,1.1,Site/area protection
83568712,3.4.2,Genome resource bank
83568712,3.4.1,Captive breeding/artificial propagation
84550207,1.2,Resource & habitat protection
84550207,3.4.2,Genome resource bank
84550207,3.4.1,Captive breeding/artificial propagation
101537053,3.4.2,Genome resource bank
110095965,1.1,Site/area protection
110096961,4.3,Awareness & communications
110096961,1.1,Site/area protection
34214,1.2,Resource & habitat protection
34214,3.4.2,Genome resource bank
34214,3.4.1,Captive breeding/artificial propagation
34976,2.3,Habitat & natural process restoration
34976,2.1,Site/area management
34976,1.2,Resource & habitat protection
34976,1.1,Site/area protection
91157286,2.1,Site/area management
21614650,1.1,Site/area protection
120940532,1.2,Resource & habitat protection
120940532,4.3,Awareness & communications
120940532,1.1,Site/area protection
120941569,1.2,Resource & habitat protection
120941569,4.3,Awareness & communications
120941569,1.1,Site/area protection
120961124,1.2,Resource & habitat protection
120962698,1.1,Site/area protection
120962698,4.3,Awareness & communications
122604093,5.4.2,National level
122604093,1.2,Resource & habitat protection
122604093,4.3,Awareness & communications
122604093,1.1,Site/area protection
125399738,1.2,Resource & habitat protection
125399738,4.3,Awareness & communications
125399738,1.1,Site/area protection
44005,1.1,Site/area protection
44005,3.3.1,Reintroduction
44005,3.4.2,Genome resource bank
44005,2.3,Habitat & natural process restoration
128050276,3.4.1,Captive breeding/artificial propagation
34449,1.2,Resource & habitat protection
34449,3.4.2,Genome resource bank
34449,3.4.1,Captive breeding/artificial propagation
32240,3.4.2,Genome resource bank
32240,3.4.1,Captive breeding/artificial propagation
60626,2.1,Site/area management
60626,2.2,Invasive/problematic species control
60626,4.3,Awareness & communications
60626,3.1.1,Harvest management
50301851,3.4.2,Genome resource bank
57498955,2.1,Site/area management
57498955,5.2,Policies and regulations
57498955,4.3,Awareness & communications
58388786,2.1,Site/area management
58388786,1.2,Resource & habitat protection
58388786,3.4.1,Captive breeding/artificial propagation
58388786,3.4.2,Genome resource bank
63923939,1.2,Resource & habitat protection
63923939,4.3,Awareness & communications
64594130,2.1,Site/area management
64594130,1.2,Resource & habitat protection
64594130,3.4.1,Captive breeding/artificial propagation
64594130,3.4.2,Genome resource bank
64593964,2.1,Site/area management
64593964,1.2,Resource & habitat protection
64593964,3.4.1,Captive breeding/artificial propagation
64593964,3.4.2,Genome resource bank
68002656,2.1,Site/area management
68002656,1.2,Resource & habitat protection
68002656,3.4.1,Captive breeding/artificial propagation
68002656,3.4.2,Genome resource bank
68002798,1.2,Resource & habitat protection
68002798,3.4.1,Captive breeding/artificial propagation
68002798,1.1,Site/area protection
68002798,3.4.2,Genome resource bank
68501517,1.2,Resource & habitat protection
68501517,3.4.1,Captive breeding/artificial propagation
68501517,1.1,Site/area protection
68501517,3.4.2,Genome resource bank
70102417,2.1,Site/area management
70102417,1.2,Resource & habitat protection
70102417,3.4.1,Captive breeding/artificial propagation
70102417,3.4.2,Genome resource bank
70102190,2.1,Site/area management
70102190,1.2,Resource & habitat protection
70102190,3.4.1,Captive breeding/artificial propagation
70102190,3.4.2,Genome resource bank
70102458,2.1,Site/area management
70102458,1.2,Resource & habitat protection
70102458,3.4.1,Captive breeding/artificial propagation
70102458,1.1,Site/area protection
70102458,3.4.2,Genome resource bank
70102596,2.1,Site/area management
70102596,1.2,Resource & habitat protection
70102596,3.4.1,Captive breeding/artificial propagation
70102596,3.4.2,Genome resource bank
70102506,2.1,Site/area management
70102506,1.2,Resource & habitat protection
70102506,3.4.1,Captive breeding/artificial propagation
70102506,1.1,Site/area protection
70102506,3.4.2,Genome resource bank
84488870,3.4.2,Genome resource bank
88420742,2.1,Site/area management
88420742,5.4.2,National level
101537866,3.4.2,Genome resource bank
103430211,6.1,Linked enterprises & livelihood alternatives
103430211,5.4.2,National level
103430211,5.4.1,International level
103430211,4.3,Awareness & communications
103430211,4.2,Training
103430211,1.1,Site/area protection
103430211,3.4.1,Captive breeding/artificial propagation
103430211,2.1,Site/area management
103430215,6.1,Linked enterprises & livelihood alternatives
103430215,4.2,Training
103430215,1.1,Site/area protection
103430215,3.4.1,Captive breeding/artificial propagation
103430215,4.3,Awareness & communications
103430215,5.1.2,National level
103430215,5.4.1,International level
103430215,2.1,Site/area management
103430236,2.1,Site/area management
103430236,6.1,Linked enterprises & livelihood alternatives
103430236,5.4.2,National level
103430236,5.4.1,International level
103430236,4.3,Awareness & communications
103430236,4.2,Training
103430236,3.4.1,Captive breeding/artificial propagation
103430236,1.1,Site/area protection
108615648,2.3,Habitat & natural process restoration
108615648,1.2,Resource & habitat protection
108619472,1.2,Resource & habitat protection
108619472,1.1,Site/area protection
108619472,4.3,Awareness & communications
108653647,2.1,Site/area management
108653647,6.1,Linked enterprises & livelihood alternatives
108653647,4.3,Awareness & communications
108653647,3.4.2,Genome resource bank
108655291,4.3,Awareness & communications
108655291,1.1,Site/area protection
108655291,3.4.2,Genome resource bank
108659709,2.1,Site/area management
108659709,6.1,Linked enterprises & livelihood alternatives
108659709,4.3,Awareness & communications
108659709,3.4.2,Genome resource bank
110080777,1.1,Site/area protection
120940735,1.2,Resource & habitat protection
120940735,4.3,Awareness & communications
